Date,Open,High,Low,Close,Volume,Adj Close
2016-06-28,144.779999,145.729996,144.220001,145.699997,3997700,143.153715
2016-06-27,146.179993,146.600006,142.50,143.50,5017900,140.992165
2016-06-24,149.970001,150.610001,146.179993,146.589996,9082800,144.02816
2016-06-23,153.449997,155.479996,152.600006,155.350006,3969400,152.635078
2016-06-22,153.75,154.710007,152.270004,152.919998,2833700,150.247538
2016-06-21,154.160004,154.570007,153.690002,154.050003,2760300,151.357794
2016-06-20,152.600006,154.669998,152.520004,153.610001,3572100,150.925481
2016-06-17,150.960007,152.720001,150.600006,151.990005,4663900,149.333798
2016-06-16,150.190002,151.289993,149.00,151.059998,2449100,148.420043
2016-06-15,151.460007,151.789993,150.600006,150.679993,2260400,148.046679
2016-06-14,151.279999,151.789993,150.399994,151.059998,2865800,148.420043
2016-06-13,151.630005,152.50,150.279999,151.279999,3610400,148.636199
2016-06-10,152.789993,153.330002,151.860001,152.369995,3120600,149.707146
2016-06-09,152.919998,153.759995,152.729996,153.419998,2021800,150.738799
2016-06-08,153.529999,154.089996,153.039993,154.00,2935000,151.308665
2016-06-07,153.309998,153.929993,152.660004,153.330002,4465000,150.650376
2016-06-06,153.089996,153.949997,152.339996,152.729996,2378700,150.060856
2016-06-03,152.399994,153.039993,151.699997,152.889999,2314800,150.218063
2016-06-02,152.589996,153.50,152.119995,153.50,2642600,150.817403
2016-06-01,153.00,153.270004,151.539993,152.509995,2663400,149.844699
2016-05-31,152.559998,153.809998,152.270004,153.740005,5836600,151.053214
2016-05-27,152.350006,152.929993,152.149994,152.839996,2422100,150.168934
2016-05-26,151.550003,152.509995,151.050003,152.440002,3062900,149.77593
2016-05-25,148.929993,152.089996,148.50,151.690002,4355300,149.039037
2016-05-24,146.880005,148.75,146.880005,148.309998,2929300,145.718102
2016-05-23,147.610001,147.949997,146.660004,146.770004,2103800,144.205022
2016-05-20,145.710007,147.509995,145.550003,147.25,3671500,144.676629
2016-05-19,146.479996,146.929993,143.960007,144.929993,3685600,142.397167
2016-05-18,147.990005,148.520004,146.360001,147.339996,2491100,144.765053
2016-05-17,149.210007,149.50,147.289993,148.00,3490600,145.413522
2016-05-16,147.649994,149.990005,147.440002,149.460007,3069100,146.848014
2016-05-13,148.789993,149.860001,147.419998,147.720001,2398000,145.138417
2016-05-12,149.210007,149.389999,147.110001,148.839996,3249200,146.238839
2016-05-11,149.710007,151.089996,148.740005,148.949997,3093000,146.346917
2016-05-10,148.240005,150.039993,147.740005,149.970001,3992700,147.349095
2016-05-09,147.699997,148.199997,147.009995,147.339996,4302400,144.765053
2016-05-06,144.860001,147.970001,144.470001,147.289993,4880300,144.715924
2016-05-05,145.949997,147.300003,145.449997,146.470001,6501200,142.534726
2016-05-04,143.360001,145.00,143.309998,144.25,2577100,140.37437
2016-05-03,144.649994,144.899994,142.899994,144.130005,3553500,140.257599
2016-05-02,146.559998,147.00,144.429993,145.270004,3502400,141.36697
2016-04-29,146.490005,147.339996,144.190002,145.940002,4225800,142.018967
2016-04-28,149.75,150.179993,146.729996,147.070007,3791500,143.118611
2016-04-27,149.350006,150.779999,148.970001,150.470001,3111200,146.427256
2016-04-26,148.649994,149.789993,147.899994,149.080002,2979800,145.074602
2016-04-25,148.160004,148.899994,147.110001,148.809998,2848900,144.811852
2016-04-22,149.440002,151.00,147.50,148.50,5191900,144.510184
2016-04-21,146.580002,150.119995,146.460007,149.300003,6017700,145.288693
2016-04-20,144.240005,147.199997,144.00,146.110001,6754300,142.184398
2016-04-19,146.470001,146.949997,142.610001,144.00,13190200,140.131087
2016-04-18,151.720001,153.139999,151.490005,152.529999,5737700,148.431907
2016-04-15,151.039993,152.100006,150.960007,151.720001,3657600,147.643672
2016-04-14,151.50,152.759995,150.380005,151.160004,3176500,147.09872
2016-04-13,150.75,151.229996,149.630005,151.229996,3168400,147.166831
2016-04-12,149.610001,150.110001,148.580002,149.630005,3595800,145.609828
2016-04-11,150.259995,151.949997,149.220001,149.25,3846100,145.240033
2016-04-08,149.059998,149.990005,148.119995,149.350006,3293800,145.337352
2016-04-07,149.070007,149.600006,148.00,148.25,3663000,144.266901
2016-04-06,149.899994,150.149994,147.809998,150.020004,4194600,145.989349
2016-04-05,151.429993,151.600006,149.649994,150.00,3337000,145.969883
2016-04-04,152.339996,153.520004,151.910004,152.070007,3931200,147.984274
2016-04-01,150.509995,152.960007,150.25,152.520004,3925500,148.422181
2016-03-31,149.789993,153.100006,149.360001,151.449997,6780600,147.380922
2016-03-30,149.949997,150.410004,148.320007,148.410004,3331200,144.422605
2016-03-29,147.589996,149.759995,147.50,149.330002,3138500,145.317886
2016-03-28,147.75,148.649994,147.229996,148.399994,3265100,144.412865
2016-03-24,144.979996,148.220001,144.490005,147.949997,5044500,143.974958
2016-03-23,148.00,148.029999,145.130005,145.399994,4764200,141.493467
2016-03-22,148.059998,149.279999,147.839996,148.100006,4081900,144.120937
2016-03-21,147.300003,148.710007,146.720001,148.630005,3721600,144.636696
2016-03-18,147.399994,147.509995,145.509995,147.089996,12089700,143.138063
2016-03-17,144.779999,147.320007,144.449997,147.039993,5821600,143.089404
2016-03-16,142.619995,144.880005,142.110001,144.789993,4221900,140.899855
2016-03-15,141.740005,143.330002,141.539993,142.960007,3707500,139.119036
2016-03-14,142.009995,143.190002,141.039993,142.779999,4048800,138.943864
2016-03-11,141.729996,142.919998,140.509995,142.360001,4421900,138.535151
2016-03-10,141.240005,141.470001,138.089996,140.190002,4020600,136.423455
2016-03-09,139.309998,142.169998,139.229996,140.410004,4406500,136.637545
2016-03-08,139.710007,140.350006,137.419998,139.070007,5579100,135.333551
2016-03-07,137.279999,140.509995,136.869995,140.149994,5171000,136.384521
2016-03-04,137.539993,139.419998,137.020004,137.800003,3968400,134.097668
2016-03-03,137.220001,137.960007,136.070007,137.800003,5156400,134.097668
2016-03-02,133.699997,137.440002,133.220001,136.300003,5217200,132.63797
2016-03-01,132.240005,134.639999,132.029999,134.369995,3788500,130.759816
2016-02-29,132.00,133.360001,130.899994,131.029999,4428000,127.509557
2016-02-26,134.509995,134.919998,131.949997,132.029999,4386200,128.482689
2016-02-25,133.289993,134.509995,130.880005,134.50,4358300,130.886328
2016-02-24,131.550003,133.490005,129.679993,132.800003,4122600,129.232006
2016-02-23,133.139999,133.410004,132.009995,132.399994,3439700,128.842744
2016-02-22,133.080002,134.309998,132.410004,133.770004,4457400,130.175945
2016-02-19,132.360001,133.649994,130.839996,133.080002,5125300,129.504482
2016-02-18,130.00,134.00,129.75,132.449997,9951600,128.891403
2016-02-17,123.709999,126.57,123.25,126.099998,4821000,122.712013
2016-02-16,121.830002,123.089996,121.339996,122.739998,4061400,119.442287
2016-02-12,119.260002,121.050003,118.349998,121.040001,4936500,117.787965
2016-02-11,118.779999,119.660004,116.900002,117.849998,7307600,114.68367
2016-02-10,125.00,125.290001,119.839996,120.190002,6469100,116.960804
2016-02-09,126.120003,126.93,123.769997,124.07,5957200,120.736555
2016-02-08,126.00,127.510002,124.129997,126.980003,7364000,123.568375
2016-02-05,127.220001,128.639999,125.849998,128.570007,7177700,123.85059
2016-02-04,125.080002,128.50,125.00,127.650002,5266500,122.964355
2016-02-03,123.989998,125.449997,122.290001,124.720001,6223500,120.141906
2016-02-02,123.669998,124.139999,122.639999,122.940002,3287300,118.427246
2016-02-01,124.400002,125.290001,123.709999,124.830002,3574900,120.247869
2016-01-29,123.279999,124.790001,122.959999,124.790001,8248100,120.209336
2016-01-28,121.260002,122.830002,121.010002,122.220001,3942500,117.733674
2016-01-27,122.730003,123.370003,120.650002,120.959999,5026400,116.519922
2016-01-26,122.25,123.610001,122.239998,122.589996,4617800,118.090087
2016-01-25,122.099998,124.230003,121.639999,122.080002,5446000,117.598813
2016-01-22,124.669998,124.739998,121.769997,122.50,9238400,118.003394
2016-01-21,121.300003,125.099998,120.580002,122.910004,8851600,118.398348
2016-01-20,118.459999,123.989998,118.00,121.860001,16157800,117.386888
2016-01-19,130.110001,132.100006,128.059998,128.110001,9979600,123.407469
2016-01-15,130.009995,130.880005,128.869995,130.029999,8895400,125.25699
2016-01-14,131.929993,133.789993,131.220001,132.910004,5709600,128.031278
2016-01-13,133.50,134.279999,131.100006,131.169998,4700100,126.355143
2016-01-12,133.649994,133.779999,131.130005,132.899994,5078700,128.021636
2016-01-11,131.809998,133.820007,131.759995,133.229996,4974400,128.339524
2016-01-08,133.179993,133.820007,131.320007,131.630005,4762700,126.798264
2016-01-07,133.699997,135.020004,132.429993,132.860001,7025800,127.983111
2016-01-06,134.380005,135.580002,133.619995,135.169998,4310900,130.208315
2016-01-05,136.759995,136.889999,134.850006,135.850006,3924800,130.863362
2016-01-04,135.600006,135.970001,134.240005,135.949997,5229400,130.959683
2015-12-31,139.070007,139.100006,137.570007,137.619995,3443300,132.56838
2015-12-30,139.580002,140.440002,139.220001,139.339996,2989400,134.225245
2015-12-29,138.25,140.059998,138.199997,139.779999,3943700,134.649097
2015-12-28,137.740005,138.039993,136.539993,137.610001,3143400,132.558753
2015-12-24,138.429993,138.880005,138.110001,138.25,1495200,133.175259
2015-12-23,138.300003,139.309998,138.110001,138.539993,5164900,133.454608
2015-12-22,135.880005,138.190002,135.649994,137.929993,4263800,132.866999
2015-12-21,135.830002,135.830002,134.020004,135.50,5617500,130.526204
